,Course Name,University,Aptitude Score,Previous Score,Extracurricular activity,Course rating,Education_Num,Income_Level_Num,Difficulty_level_Num
1641,Understanding Russian Economy. Problems of Transition,National Research University Higher School of Economics,78.0,63.0,Yes,4.7,56.0,86.0,55.0
1642,Natural Language Processing,National Research University Higher School of Economics,86.0,66.0,No,4.0,89.0,80.0,71.0
1643,Mobile Interaction Design: How to Design Usable Mobile Products and Services,National Research University Higher School of Economics,53.0,61.0,No,4.5,58.0,72.0,95.0
1644,Introduction to Galois Theory,National Research University Higher School of Economics,80.0,67.0,No,4.2,79.0,84.0,93.0
1645,How to Win a Data Science Competition: Learn from Top Kagglers,National Research University Higher School of Economics,86.0,71.0,No,4.3,59.0,61.0,96.0
1646,Cultural and creative industries,National Research University Higher School of Economics,55.0,67.0,Yes,3.0,60.0,70.0,72.0
1647,Calculus and Optimization for Machine Learning,National Research University Higher School of Economics,63.0,62.0,No,2.9,61.0,73.0,72.0
1648,Mathematics for economists,National Research University Higher School of Economics,85.0,73.0,Yes,3.4,56.0,60.0,73.0
1649,Introduction to Multilingual and Multicultural Education,National Research University Higher School of Economics,82.0,69.0,No,4.2,59.0,72.0,69.0
1650,Deep Learning in Computer Vision,National Research University Higher School of Economics,71.0,63.0,No,2.9,61.0,80.0,97.0
1651,Digital transformation of megapolises: from zero to #1 in UN digital e-government ranking,National Research University Higher School of Economics,92.0,68.0,Yes,4.4,77.0,59.0,93.0
1652,Stochastic processes,National Research University Higher School of Economics,97.0,66.0,No,4.1,78.0,63.0,73.0
1653,Introduction to Contemporary Geopolitics,National Research University Higher School of Economics,65.0,65.0,No,4.8,56.0,72.0,96.0
1654,"Probability Theory, Statistics and Exploratory Data Analysis",National Research University Higher School of Economics,97.0,70.0,No,4.7,55.0,55.0,62.0
1655,Discrete Math and Analyzing Social Graphs,National Research University Higher School of Economics,55.0,68.0,Yes,4.4,90.0,74.0,62.0
1656,Introduction into General Theory of Relativity,National Research University Higher School of Economics,92.0,68.0,No,4.6,79.0,80.0,94.0
1657,Introduction to Deep Learning,National Research University Higher School of Economics,56.0,67.0,Yes,4.4,61.0,90.0,94.0
1658,Industrial Organization: Strategy and Competition in Business,National Research University Higher School of Economics,58.0,68.0,Yes,4.9,77.0,74.0,91.0
1659,Introduction to Neuroeconomics: How the Brain Makes Decisions,National Research University Higher School of Economics,51.0,71.0,No,4.6,78.0,62.0,73.0
1660,Jacobi modular forms: 30 ans aprï¿½s,National Research University Higher School of Economics,97.0,69.0,No,4.7,77.0,77.0,97.0
1661,Introduction to Enumerative Combinatorics,National Research University Higher School of Economics,68.0,61.0,No,4.6,76.0,92.0,74.0
1662,Communication theory: bridging academia and practice,National Research University Higher School of Economics,70.0,64.0,Yes,4.7,77.0,71.0,71.0
1663,Introduction to numerical analysis,National Research University Higher School of Economics,70.0,62.0,No,4.7,72.0,73.0,84.0
1664,First Steps in Linear Algebra for Machine Learning,National Research University Higher School of Economics,53.0,68.0,No,4.3,59.0,76.0,62.0
1665,BIM Fundamentals for Engineers,National Taiwan University,93.0,64.0,No,4.6,79.0,76.0,60.0
1666,3D CAD Fundamental,National Taiwan University,57.0,72.0,Yes,4.6,63.0,80.0,68.0
1667,BIM Application for Engineers,National Taiwan University,76.0,71.0,Yes,4.6,61.0,56.0,71.0
1668,3D CAD Application,National Taiwan University,90.0,69.0,No,4.9,70.0,84.0,97.0
1669,Engaging in Persuasive and Credible Communication,National University of Singapore,75.0,72.0,No,4.5,62.0,70.0,96.0
1670,Establishing a Professional ï¿½Selfï¿½ through Effective Intercultural Communication,National University of Singapore,61.0,72.0,Yes,4.4,93.0,62.0,94.0
1671,Becoming Part of the Globalised Workplace,National University of Singapore,81.0,67.0,No,4.0,79.0,63.0,88.0
1672,Strengthening Your Widening Network,National University of Singapore,82.0,64.0,Yes,4.5,75.0,79.0,95.0
1673,Write Like Mozart: An Introduction to Classical Music Composition,National University of Singapore,99.0,66.0,No,4.9,70.0,76.0,73.0
1674,Reason and Persuasion: Thinking Through Three Dialogues By Plato,National University of Singapore,87.0,74.0,Yes,4.6,61.0,57.0,53.0
1675,Effective Communication in the Globalised Workplace - The Capstone,National University of Singapore,85.0,67.0,Yes,4.6,76.0,84.0,96.0
1676,Blended Learning: Personalizing Education for Students,New Teacher Center,55.0,68.0,Yes,4.8,77.0,62.0,73.0
1677,Future Development in Supply Chain Finance and Blockchain Technology,New York Institute of Finance,85.0,64.0,Yes,4.5,76.0,74.0,88.0
1678,Key Success Factors in Supply Chain Finance,New York Institute of Finance,96.0,67.0,Yes,4.6,56.0,63.0,91.0
1679,Supply Chain Finance Market and Fintech Ecosystem,New York Institute of Finance,89.0,68.0,No,4.4,75.0,86.0,91.0
1680,Introduction to Supply Chain Finance & Blockchain Technology,New York Institute of Finance,73.0,62.0,No,4.7,73.0,61.0,88.0
1681,Cyber Attack Countermeasures,New York University,99.0,70.0,No,4.8,62.0,72.0,92.0
1682,Information Visualization: Applied Perception,New York University,64.0,67.0,Yes,4.7,77.0,78.0,89.0
1683,Enterprise and Infrastructure Security,New York University,75.0,67.0,No,4.6,63.0,56.0,95.0
1684,Overview of Advanced Methods of Reinforcement Learning in Finance,New York University,62.0,62.0,Yes,3.2,60.0,63.0,91.0
1685,Reinforcement Learning in Finance,New York University,70.0,71.0,Yes,2.5,91.0,55.0,92.0
1686,Information Visualization: Advanced Techniques,New York University,80.0,68.0,Yes,4.8,55.0,62.0,95.0
1687,Information Visualization: Programming with D3.js,New York University,89.0,60.0,Yes,4.5,77.0,75.0,95.0
1688,Information Visualization: Foundations,New York University,59.0,65.0,Yes,4.6,73.0,74.0,75.0
1689,Guided Tour of Machine Learning in Finance,New York University,60.0,65.0,Yes,3.3,57.0,61.0,75.0
1690,Engineering Health: Introduction to Yoga and Physiology,New York University,51.0,65.0,Yes,4.8,57.0,73.0,61.0
1691,Real-Time Cyber Threat Detection and Mitigation,New York University,85.0,68.0,No,4.6,87.0,60.0,97.0
1692,Fundamentals of Machine Learning in Finance,New York University,55.0,74.0,Yes,3.3,76.0,57.0,90.0
1693,Healthcare Consumerism and Implication for Care Delivery,Northeastern University,72.0,71.0,Yes,4.5,72.0,58.0,70.0
1694,Business Application of Machine Learning and Artificial Intelligence in Healthcare,Northeastern University,81.0,62.0,No,3.8,75.0,78.0,74.0
1695,Value Creation: The Carlson-Polizzotto Method,Northeastern University,66.0,75.0,Yes,4.8,55.0,75.0,62.0
1696,Evaluating the Quality of Healthcare Delivery,Northeastern University,79.0,62.0,Yes,4.6,62.0,90.0,69.0
1697,Future Healthcare Payment Models,Northeastern University,51.0,71.0,Yes,4.5,91.0,76.0,71.0
1698,Data Privacy Fundamentals,Northeastern University,87.0,71.0,Yes,4.7,87.0,56.0,59.0
1699,Engagement & Nurture Marketing Strategies,Northwestern University,88.0,72.0,No,4.7,86.0,56.0,57.0
1700,Content Strategy for Professionals: Expanding Your Contentï¿½s Reach,Northwestern University,84.0,68.0,No,4.4,79.0,79.0,90.0
1701,Career 911: Your Future Job in Medicine and Healthcare,Northwestern University,90.0,67.0,No,4.4,56.0,62.0,59.0
1702,Leadership Through Design Innovation,Northwestern University,92.0,72.0,Yes,4.0,84.0,83.0,93.0
1703,Scaling Operations: Linking Strategy and Execution,Northwestern University,78.0,70.0,Yes,4.5,60.0,60.0,73.0
1704,"Modern Robotics, Course 3: Robot Dynamics",Northwestern University,66.0,69.0,Yes,4.7,61.0,78.0,89.0
1705,Power Onboarding,Northwestern University,59.0,68.0,No,4.2,72.0,72.0,75.0
1706,"Modern Robotics, Course 4: Robot Motion Planning and Control",Northwestern University,72.0,66.0,Yes,4.9,58.0,63.0,71.0
1707,Social Marketing Capstone Project,Northwestern University,55.0,67.0,No,4.9,93.0,57.0,91.0
1708,"Modern Robotics, Course 5: Robot Manipulation and Wheeled Mobile Robots",Northwestern University,74.0,62.0,No,4.7,90.0,77.0,95.0
1709,Customer Segmentation and Prospecting,Northwestern University,97.0,70.0,Yes,4.7,77.0,79.0,81.0
1710,"Content, Advertising & Social IMC",Northwestern University,70.0,71.0,No,4.7,89.0,56.0,61.0
1711,Law in the Time of COVID-19: A Northwestern Teach-Out,Northwestern University,88.0,66.0,Yes,4.4,57.0,74.0,62.0
1712,Organizational Leadership Capstone,Northwestern University,79.0,66.0,Yes,4.6,55.0,83.0,92.0
1713,Connecting with Sales Prospects,Northwestern University,83.0,66.0,Yes,4.8,60.0,56.0,78.0
1714,Content Strategy for Professionals: Engaging Audiences,Northwestern University,71.0,67.0,Yes,4.5,77.0,80.0,58.0
1715,Content Strategy for Professionals: Ensuring Your Content's Impact,Northwestern University,87.0,66.0,No,4.5,58.0,72.0,89.0
1716,What is Social?,Northwestern University,85.0,66.0,Yes,4.6,63.0,57.0,79.0
1717,Luther and the West,Northwestern University,94.0,65.0,No,4.6,73.0,80.0,54.0
1718,Sports Marketing,Northwestern University,69.0,67.0,No,4.7,60.0,93.0,61.0
1719,The Talmud: A Methodological Introduction,Northwestern University,90.0,69.0,Yes,4.6,76.0,76.0,60.0
1720,Introduction to Reproduction,Northwestern University,84.0,70.0,No,4.6,91.0,79.0,57.0
1721,Leadership Through Marketing,Northwestern University,78.0,69.0,No,4.5,59.0,57.0,68.0
1722,"High Performance Collaboration: Leadership, Teamwork, and Negotiation",Northwestern University,73.0,67.0,Yes,4.8,70.0,75.0,83.0
1723,"Modern Robotics, Course 6: Capstone Project, Mobile Manipulation",Northwestern University,51.0,63.0,Yes,5.0,72.0,60.0,91.0
1724,Building a Toolkit for Your Sales Process,Northwestern University,80.0,71.0,Yes,4.7,77.0,55.0,58.0
1725,The Importance of Listening,Northwestern University,91.0,67.0,Yes,4.6,61.0,82.0,79.0
1726,Teaching the Violin and Viola: Creating a Healthy Foundation,Northwestern University,55.0,71.0,No,4.6,84.0,84.0,51.0
1727,Content Strategy for Professionals: Managing Content,Northwestern University,84.0,72.0,Yes,4.5,71.0,72.0,95.0
1728,Sales Pitch and Closing,Northwestern University,60.0,62.0,Yes,4.6,74.0,76.0,78.0
1729,Leadership Communication for Maximum Impact: Storytelling,Northwestern University,52.0,69.0,Yes,4.4,75.0,60.0,91.0
1730,"Modern Robotics, Course 2: Robot Kinematics",Northwestern University,85.0,68.0,Yes,4.9,60.0,58.0,67.0
1731,Fundamentals of Digital Image and Video Processing,Northwestern University,76.0,68.0,No,4.5,89.0,72.0,81.0
1732,Leadership Through Social Influence,Northwestern University,56.0,65.0,Yes,4.5,58.0,63.0,88.0
1733,The Business of Social,Northwestern University,59.0,69.0,Yes,4.7,61.0,60.0,68.0
1734,Content Strategy for Professionals: Capstone Project,Northwestern University,50.0,65.0,No,4.4,72.0,92.0,88.0
1735,"Modern Robotics, Course 1: Foundations of Robot Motion",Northwestern University,66.0,70.0,Yes,4.6,72.0,62.0,75.0
1736,Cryptography: Boolean functions and related problems,Novosibirsk State University,84.0,65.0,No,4.3,77.0,74.0,88.0
1737,MOOC: How to make a MOOC?,Novosibirsk State University,57.0,66.0,Yes,4.3,76.0,71.0,73.0
1738,Dermatology: Trip to skin,Novosibirsk State University,88.0,62.0,No,4.1,60.0,58.0,60.0
1739,From Disease to Genes and Back,Novosibirsk State University,76.0,70.0,Yes,4.6,85.0,78.0,68.0
1740,COVID-19: What You Need to Know (CME Eligible),Osmosis,73.0,64.0,No,4.7,73.0,61.0,62.0
1741,Palo Alto Networks Cybersecurity Essentials II,Palo Alto Networks,76.0,71.0,Yes,4.6,93.0,56.0,97.0
1742,Palo Alto Networks Academy Cybersecurity Foundation,Palo Alto Networks,92.0,70.0,No,4.7,73.0,59.0,69.0
1743,Palo Alto Networks Cybersecurity Essentials I,Palo Alto Networks,89.0,67.0,No,4.7,59.0,78.0,93.0
1744,Palo Alto Networks Cybersecurity Gateway II,Palo Alto Networks,67.0,65.0,No,4.6,59.0,93.0,95.0
1745,Palo Alto Networks Cybersecurity Gateway I,Palo Alto Networks,79.0,66.0,No,4.6,87.0,82.0,59.0
1746,Advanced Neurobiology I,Peking University,82.0,66.0,No,3.5,90.0,72.0,60.0
1747,Bioinformatics: Introduction and Methods ?????: ?????,Peking University,87.0,68.0,No,4.4,80.0,71.0,73.0
1748,More Chinese for Beginners,Peking University,61.0,64.0,Yes,4.6,61.0,60.0,57.0
1749,Chinese for HSK 2,Peking University,76.0,64.0,Yes,4.3,59.0,74.0,58.0
1750,Chinese for HSK 3 PART I,Peking University,86.0,68.0,No,4.6,85.0,77.0,96.0
1751,Chinese for Beginners,Peking University,68.0,69.0,Yes,4.7,70.0,59.0,85.0
1752,Essentials for English Speeches and Presentations ???????,Peking University,69.0,71.0,No,4.7,70.0,74.0,89.0
1753,Advanced Neurobiology II,Peking University,89.0,68.0,No,4.3,73.0,63.0,69.0
1754,Chinese for HSK 1,Peking University,61.0,63.0,No,4.8,60.0,80.0,60.0
1755,Introduction to Biomedical Engineering,Peter the Great St. Petersburg Polytechnic University,97.0,61.0,Yes,4.2,72.0,61.0,88.0
1756,Enterprise Architecture,Peter the Great St. Petersburg Polytechnic University,71.0,70.0,Yes,4.5,59.0,74.0,90.0
1757,Sales Management,Peter the Great St. Petersburg Polytechnic University,58.0,75.0,Yes,4.6,77.0,74.0,92.0
1758,Basic Skills in Constructive Communication,Peter the Great St. Petersburg Polytechnic University,73.0,64.0,No,4.5,74.0,59.0,93.0
1759,Technology Leadership and Entrepreneurship,Peter the Great St. Petersburg Polytechnic University,74.0,71.0,No,4.9,78.0,89.0,94.0
1760,Programming with Cloud IoT Platforms,Pohang University of Science and Technology,74.0,72.0,No,4.3,70.0,80.0,97.0
1761,Ferrous Technology I,Pohang University of Science and Technology,82.0,64.0,No,4.7,73.0,89.0,58.0
1762,Introduction and Programming with IoT Boards,Pohang University of Science and Technology,75.0,69.0,Yes,4.6,79.0,70.0,60.0
1763,Ferrous Technology II,Pohang University of Science and Technology,85.0,68.0,No,4.8,72.0,58.0,57.0
1764,FPGA computing systems: Background knowledge and introductory materials,Politecnico di Milano,86.0,62.0,No,4.6,70.0,62.0,75.0
1765,Developing FPGA-accelerated cloud applications with SDAccel: Theory,Politecnico di Milano,92.0,63.0,No,4.7,91.0,70.0,93.0
1766,Archaeoastronomy,Politecnico di Milano,88.0,69.0,No,4.5,74.0,61.0,69.0
1767,Fundamentals of financial and management accounting,Politecnico di Milano,67.0,67.0,Yes,4.7,81.0,79.0,57.0
1768,Developing FPGA-accelerated cloud applications with SDAccel: Practice,Politecnico di Milano,67.0,63.0,Yes,4.2,60.0,60.0,90.0
1769,Fundamentals of Organization,Politecnico di Milano,89.0,67.0,No,4.8,61.0,60.0,60.0
1770,Being a researcher (in Information Science and Technology),Politecnico di Milano,85.0,66.0,Yes,4.8,76.0,78.0,88.0
1771,English for Common Interactions in the Workplace: Basic Level,Pontificia Universidad Catï¿½lica de Chile,96.0,74.0,No,4.8,78.0,79.0,84.0
1772,Effective Altruism,Princeton University,57.0,65.0,Yes,4.7,72.0,57.0,57.0
1773,REAL BONES: Adventures in Forensic Anthropology,Princeton University,90.0,68.0,Yes,4.6,56.0,80.0,61.0
1774,Analytic Combinatorics,Princeton University,59.0,66.0,Yes,4.6,71.0,58.0,91.0
1775,"Computer Science: Algorithms, Theory, and Machines",Princeton University,57.0,69.0,No,4.7,72.0,57.0,94.0
1776,Computer Architecture,Princeton University,82.0,71.0,Yes,4.7,72.0,81.0,88.0
1777,Buddhism and Modern Psychology,Princeton University,76.0,67.0,No,4.8,92.0,75.0,53.0
1778,Paradoxes of War,Princeton University,70.0,61.0,Yes,4.6,59.0,56.0,50.0
1779,"Algorithms, Part II",Princeton University,59.0,67.0,No,4.9,75.0,57.0,71.0
1780,Imagining Other Earths,Princeton University,72.0,67.0,No,4.7,86.0,55.0,51.0
1781,Bitcoin and Cryptocurrency Technologies,Princeton University,69.0,71.0,Yes,4.6,62.0,74.0,61.0
1782,"Algorithms, Part I",Princeton University,67.0,63.0,No,4.8,91.0,79.0,58.0
1783,"Networks: Friends, Money, and Bytes",Princeton University,89.0,71.0,Yes,4.7,77.0,70.0,94.0
1784,"Bats, Ducks, and Pandemics: An Introduction to One Health Policy",Princeton University,94.0,62.0,No,4.6,79.0,55.0,61.0
1785,Analysis of Algorithms,Princeton University,70.0,71.0,Yes,4.6,62.0,89.0,70.0
1786,Computer Science: Programming with a Purpose,Princeton University,51.0,70.0,No,4.1,58.0,63.0,93.0
1787,Networks Illustrated: Principles without Calculus,Princeton University,50.0,60.0,Yes,4.3,76.0,74.0,89.0
1788,Teaching Character and Creating Positive Classrooms,Relay Graduate School of Education,74.0,61.0,Yes,4.7,72.0,76.0,61.0
1789,Get Organized: How to be a Together Teacher,Relay Graduate School of Education,68.0,72.0,Yes,4.7,55.0,76.0,72.0
1790,Business Statistics and Analysis Capstone,Rice University,72.0,66.0,Yes,4.7,83.0,76.0,57.0
1791,Python Programming Essentials,Rice University,65.0,60.0,Yes,4.8,57.0,85.0,61.0
1792,Personal Leadership Development Planning and Leading High Performing Teams,Rice University,57.0,63.0,No,4.7,73.0,72.0,94.0
1793,Introduction to Data Analysis Using Excel,Rice University,60.0,60.0,No,4.7,80.0,92.0,59.0
1794,Fundamentals of Immunology: T Cells and Signaling,Rice University,74.0,61.0,No,4.8,59.0,60.0,91.0
1795,Physics 101 - Forces and Kinematics,Rice University,50.0,62.0,No,2.0,88.0,74.0,93.0
1796,Parallel Programming in Java,Rice University,96.0,70.0,No,4.5,76.0,78.0,68.0
1797,Fundamentals of Immunology: Innate Immunity and B-Cell Function,Rice University,59.0,70.0,Yes,4.7,59.0,60.0,73.0
1798,Python Data Representations,Rice University,78.0,60.0,No,4.7,72.0,73.0,96.0
1799,America Through Foreign Eyes,Rice University,64.0,65.0,No,4.7,72.0,56.0,59.0
1800,Biases and Portfolio Selection,Rice University,85.0,68.0,Yes,4.5,74.0,88.0,61.0
1801,Principles of Computing (Part 1),Rice University,57.0,62.0,Yes,4.8,80.0,85.0,58.0
1802,Oral Communication for Engineering Leaders,Rice University,92.0,68.0,Yes,4.5,74.0,78.0,97.0
1803,Capstone: Build a Winning Investment Portfolio,Rice University,89.0,65.0,No,4.7,55.0,58.0,92.0
1804,The Fundamentals of Computing Capstone Exam,Rice University,55.0,62.0,No,4.9,56.0,63.0,93.0
1805,"Engineering Project Management: Scope, Time and Cost Management",Rice University,76.0,66.0,No,4.7,58.0,79.0,92.0
1806,Foundations of Mindfulness,Rice University,61.0,66.0,No,4.8,73.0,55.0,72.0
1807,Fundamentals of Immunology: Death by Friendly Fire,Rice University,95.0,69.0,Yes,4.7,85.0,63.0,71.0
1808,Writing Skills for Engineering Leaders,Rice University,70.0,67.0,Yes,4.7,60.0,58.0,97.0
1809,General Chemistry: Concept Development and Application,Rice University,73.0,65.0,No,4.6,79.0,91.0,56.0
1810,Algorithmic Thinking (Part 2),Rice University,91.0,79.0,Yes,4.6,73.0,63.0,88.0
1811,Self Awareness and the Effective Leader,Rice University,55.0,62.0,Yes,4.6,71.0,63.0,61.0
1812,Finance for Non-Finance Professionals,Rice University,84.0,68.0,Yes,4.8,76.0,61.0,57.0
1813,Python Data Visualization,Rice University,91.0,63.0,No,4.6,57.0,62.0,94.0
1814,Algorithmic Thinking (Part 1),Rice University,69.0,66.0,Yes,4.6,59.0,71.0,97.0
1815,Concurrent Programming in Java,Rice University,98.0,64.0,No,4.5,63.0,78.0,68.0
1816,Python Data Analysis,Rice University,63.0,69.0,Yes,4.6,56.0,80.0,90.0
1817,Global Financial Markets and Instruments,Rice University,76.0,67.0,No,4.4,62.0,63.0,79.0
1818,Interpersonal Communication for Engineering Leaders,Rice University,56.0,63.0,Yes,4.7,55.0,72.0,97.0
1819,"Natural Attenuation of Groundwater Contaminants: New Paradigms, Technologies, and Applications",Rice University,71.0,67.0,No,4.8,91.0,73.0,92.0
1820,"Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions",Rice University,72.0,69.0,No,4.7,61.0,70.0,62.0
1821,"Engineering Project Management: Risk, Quality, Teams, and Procurement",Rice University,67.0,65.0,Yes,4.8,61.0,74.0,90.0
1822,An Introduction to Interactive Programming in Python (Part 1),Rice University,68.0,68.0,Yes,4.7,72.0,56.0,91.0
1823,Relationship Management,Rice University,67.0,68.0,Yes,4.7,92.0,73.0,61.0
1824,Investment Strategies and Portfolio Analysis,Rice University,67.0,61.0,Yes,4.0,78.0,61.0,95.0
1825,Physics 101 - Energy and Momentum,Rice University,58.0,68.0,Yes,4.5,58.0,80.0,90.0
1826,Portfolio Selection and Risk Management,Rice University,51.0,66.0,No,4.5,55.0,70.0,81.0
1827,An Introduction to Interactive Programming in Python (Part 2),Rice University,62.0,67.0,Yes,4.9,83.0,59.0,88.0
1828,Distributed Programming in Java,Rice University,88.0,71.0,No,4.5,63.0,72.0,72.0
1829,Business Applications of Hypothesis Testing and Confidence Interval Estimation,Rice University,83.0,68.0,No,4.8,55.0,74.0,61.0
1830,Engineering Project Management: Initiating and Planning,Rice University,99.0,70.0,No,4.7,77.0,63.0,96.0
1831,Linear Regression for Business Statistics,Rice University,57.0,67.0,Yes,4.8,72.0,77.0,58.0
1832,Business Process Management in Healthcare Organizations,Rutgers the State University of New Jersey,59.0,70.0,No,4.6,55.0,75.0,57.0
1833,Soul Beliefs: Causes and Consequences - Unit 2: Belief Systems,Rutgers the State University of New Jersey,91.0,72.0,Yes,4.5,92.0,62.0,94.0
1834,Healthcare Organizations and the Health System,Rutgers the State University of New Jersey,88.0,70.0,Yes,4.6,71.0,93.0,91.0
1835,Business Intelligence and Competitive Analysis,Rutgers the State University of New Jersey,71.0,72.0,Yes,4.0,61.0,78.0,61.0
1836,Supply Chain Operations,Rutgers the State University of New Jersey,76.0,70.0,No,4.8,55.0,61.0,61.0
1837,Supply Chain Sourcing,Rutgers the State University of New Jersey,77.0,68.0,No,4.7,57.0,63.0,62.0
1838,Influencer Marketing Strategy,Rutgers the State University of New Jersey,66.0,68.0,Yes,4.3,63.0,72.0,97.0
1839,"Revolutionary Ideas: Borders, Elections, Constitutions, Prisons",Rutgers the State University of New Jersey,61.0,69.0,No,5.0,57.0,85.0,70.0
1840,Inventory Analytics,Rutgers the State University of New Jersey,85.0,66.0,Yes,4.3,70.0,81.0,60.0
1841,Soul Beliefs: Causes and Consequences - Unit 3: How Does It All End?,Rutgers the State University of New Jersey,96.0,68.0,No,4.3,85.0,88.0,55.0
1842,Quality Improvement in Healthcare Organizations,Rutgers the State University of New Jersey,88.0,69.0,Yes,4.6,75.0,56.0,60.0
1843,Strategic Sourcing,Rutgers the State University of New Jersey,61.0,69.0,No,4.7,55.0,62.0,59.0
1844,Supply Chain Planning,Rutgers the State University of New Jersey,83.0,68.0,Yes,4.6,78.0,92.0,84.0
1845,Analyzing the Universe,Rutgers the State University of New Jersey,71.0,65.0,No,4.6,73.0,56.0,60.0
1846,Supplier Management,Rutgers the State University of New Jersey,69.0,62.0,Yes,4.8,82.0,74.0,61.0
1847,Strategic Procurement and Sourcing Conclusions,Rutgers the State University of New Jersey,51.0,66.0,Yes,4.8,85.0,56.0,95.0
1848,Supply Chain Analytics Essentials,Rutgers the State University of New Jersey,80.0,68.0,Yes,4.6,63.0,74.0,61.0
1849,"Revolutionary Ideas: Utility, Justice, Equality, Freedom",Rutgers the State University of New Jersey,85.0,64.0,No,4.5,86.0,86.0,57.0
1850,Supply Market Analysis,Rutgers the State University of New Jersey,58.0,67.0,Yes,4.7,92.0,76.0,58.0
1851,New Technologies for Business Leaders,Rutgers the State University of New Jersey,94.0,68.0,Yes,4.2,78.0,56.0,75.0
1852,Supply Chain Management Strategy,Rutgers the State University of New Jersey,84.0,73.0,Yes,4.8,90.0,82.0,96.0
1853,Demand Analytics,Rutgers the State University of New Jersey,91.0,64.0,Yes,4.4,77.0,83.0,57.0
1854,Procurement Negotiation,Rutgers the State University of New Jersey,64.0,67.0,Yes,4.9,55.0,56.0,59.0
1855,Procurement Basics,Rutgers the State University of New Jersey,63.0,66.0,Yes,4.7,71.0,55.0,58.0
1856,Procurement & Sourcing Introduction,Rutgers the State University of New Jersey,61.0,65.0,Yes,4.7,70.0,60.0,58.0
1857,Soul Beliefs: Causes and Consequences - Unit 1: Historical Foundations,Rutgers the State University of New Jersey,68.0,67.0,No,4.5,79.0,61.0,62.0
1858,Health Care Delivery in Healthcare Organizations,Rutgers the State University of New Jersey,62.0,65.0,Yes,4.7,90.0,59.0,60.0
1859,Supply Chain Logistics,Rutgers the State University of New Jersey,86.0,62.0,Yes,4.7,56.0,59.0,72.0
1860,Supply Chain Excellence,Rutgers the State University of New Jersey,50.0,67.0,Yes,4.8,77.0,63.0,67.0
1861,Supply Chain Analytics,Rutgers the State University of New Jersey,99.0,73.0,No,4.7,58.0,76.0,62.0
1862,Business Russian Communication. Part 3,Saint Petersburg State University,71.0,72.0,Yes,4.5,73.0,83.0,70.0
1863,General Pathophysiology,Saint Petersburg State University,54.0,64.0,Yes,4.0,87.0,84.0,68.0
1864,Japanese for beginners 2,Saint Petersburg State University,56.0,71.0,Yes,4.4,82.0,78.0,62.0
1865,Startups in open innovation,Saint Petersburg State University,60.0,66.0,Yes,4.0,71.0,71.0,89.0
1866,The Development of Mobile Health Monitoring Systems,Saint Petersburg State University,85.0,69.0,Yes,4.0,75.0,63.0,93.0
1867,Neurolinguistics,Saint Petersburg State University,77.0,70.0,No,4.6,70.0,55.0,58.0
1868,Russian for beginners 1. ??????? ????: A1,Saint Petersburg State University,93.0,63.0,Yes,4.4,80.0,59.0,58.0
1869,Brand management in digital economy,Saint Petersburg State University,96.0,62.0,No,4.5,80.0,61.0,53.0
1870,Fundamentals of the Chinese character writing (Part 1),Saint Petersburg State University,98.0,64.0,Yes,4.0,89.0,57.0,59.0
1871,International Labour Law,Saint Petersburg State University,62.0,64.0,Yes,4.9,72.0,73.0,59.0
1872,Competitive Programmer's Core Skills,Saint Petersburg State University,71.0,68.0,No,4.2,70.0,63.0,69.0
1873,Computational Geometry,Saint Petersburg State University,56.0,63.0,Yes,3.3,61.0,59.0,95.0
1874,Startup: How to build a successful business?,Saint Petersburg State University,78.0,65.0,Yes,4.0,79.0,62.0,95.0
1875,Contemporary Russian Literature,Saint Petersburg State University,54.0,67.0,Yes,4.9,61.0,61.0,50.0
1876,Fundamentals of the Chinese character writing. Part 2,Saint Petersburg State University,75.0,66.0,Yes,4.5,57.0,77.0,70.0
1877,Political Governance and Public Policy in Russia,Saint Petersburg State University,70.0,66.0,Yes,4.6,60.0,59.0,71.0
1878,Russian Alphabet,Saint Petersburg State University,62.0,67.0,Yes,4.7,87.0,80.0,57.0
1879,Aerial Photography with UAV,Saint Petersburg State University,74.0,62.0,No,4.5,81.0,90.0,94.0
1880,The Introduction to Quantum Computing,Saint Petersburg State University,83.0,73.0,Yes,3.9,81.0,61.0,73.0
1881,Business Russian Communication. Part 1,Saint Petersburg State University,87.0,69.0,Yes,3.0,75.0,60.0,88.0
1882,Legal aspects of conducting business in Russia,Saint Petersburg State University,97.0,72.0,Yes,4.5,73.0,70.0,96.0
1883,Doing Business in Russia,Saint Petersburg State University,60.0,67.0,Yes,4.8,70.0,78.0,97.0
1884,Russian for beginners 2. ??????? ???? A1,Saint Petersburg State University,50.0,69.0,Yes,4.4,92.0,61.0,57.0
1885,Physical Basics of Quantum Computing,Saint Petersburg State University,63.0,68.0,No,4.2,57.0,73.0,68.0
1886,Mathematical Game Theory,Saint Petersburg State University,58.0,64.0,Yes,3.7,58.0,62.0,94.0
1887,Commercialization of innovation activity results,Saint Petersburg State University,84.0,66.0,Yes,4.0,78.0,73.0,96.0
1888,Business Russian Communication. Part 2,Saint Petersburg State University,56.0,68.0,No,4.5,91.0,56.0,95.0
1889,Digitalization in International Relations,Saint Petersburg State University,71.0,65.0,No,4.5,62.0,61.0,78.0
